"Area","Sex","age","Year","HALE (Healthy life expectancy)","Life expectancy","Difference"
"Staffordshire","Male","<1 year",1995,65.32540156,74.42576667,9.10036511
"Staffordshire","Male","<1 year",1996,65.64174067,74.83743755,9.19569688
"Staffordshire","Male","<1 year",1997,65.94741586,75.2365601,9.28914424
"Staffordshire","Male","<1 year",1998,66.03951229,75.35703384,9.31752155
"Staffordshire","Male","<1 year",1999,66.11497985,75.46128348,9.34630363000001
"Staffordshire","Male","<1 year",2000,66.35381506,75.77349204,9.41967697999999
"Staffordshire","Male","<1 year",2001,66.60056377,76.10229902,9.50173525000001
"Staffordshire","Male","<1 year",2002,66.76867904,76.33176452,9.56308548
"Staffordshire","Male","<1 year",2003,66.84708445,76.46431934,9.61723489000001
"Staffordshire","Male","<1 year",2004,67.3186148,77.09601007,9.77739527
"Staffordshire","Male","<1 year",2005,67.59662721,77.48172167,9.88509446
"Staffordshire","Male","<1 year",2006,67.54450119,77.44923426,9.90473306999999
"Staffordshire","Male","<1 year",2007,67.85874303,77.8944846,10.03574157
"Staffordshire","Male","<1 year",2008,67.98337123,78.09616968,10.11279845
"Staffordshire","Male","<1 year",2009,68.41754591,78.70161077,10.28406486
"Staffordshire","Male","<1 year",2010,68.7369498,79.15043124,10.41348144
"Staffordshire","Male","<1 year",2011,69.03146905,79.56368338,10.53221433
"Staffordshire","Male","<1 year",2012,69.18993337,79.80021971,10.61028634
"Staffordshire","Male","<1 year",2013,69.07493557,79.69214238,10.61720681
"Staffordshire","Male","<1 year",2014,68.95905636,79.60064719,10.64159083
"Staffordshire","Male","<1 year",2015,68.70475331,79.31138473,10.60663142
"Staffordshire","Male","<1 year",2016,68.40822614,78.97507377,10.56684763
"Staffordshire","Male","<1 year",2017,68.21279813,78.75641077,10.54361264
"Suffolk","Both","<1 year",1990,67.23027157,77.5302459,10.29997433
"Suffolk","Both","<1 year",1991,67.31455919,77.64012933,10.32557014
"Suffolk","Both","<1 year",1992,67.47433099,77.84941426,10.37508327
"Suffolk","Both","<1 year",1993,67.50166153,77.89629966,10.39463813
"Suffolk","Both","<1 year",1994,67.79507266,78.29802554,10.50295288
"Suffolk","Both","<1 year",1995,67.77718728,78.27774683,10.50055955
"Suffolk","Both","<1 year",1996,67.95504245,78.52280618,10.56776373
"Suffolk","Both","<1 year",1997,68.18679324,78.85008695,10.66329371
"Suffolk","Both","<1 year",1998,68.26636002,78.9838032,10.71744318
"Suffolk","Both","<1 year",1999,68.44353199,79.24883847,10.80530648
"Suffolk","Both","<1 year",2000,68.61712889,79.50988425,10.89275536
"Suffolk","Both","<1 year",2001,68.74008533,79.70304292,10.96295759
"Suffolk","Both","<1 year",2002,68.76127114,79.76287081,11.00159967
"Suffolk","Both","<1 year",2003,68.83779292,79.90582363,11.06803071
"Suffolk","Both","<1 year",2004,69.2359014,80.47372068,11.23781928
"Suffolk","Both","<1 year",2005,69.5317042,80.89327144,11.36156724
"Suffolk","Both","<1 year",2006,69.61828843,81.03185382,11.41356539
"Suffolk","Both","<1 year",2007,69.78304494,81.27834793,11.49530299
"Suffolk","Both","<1 year",2008,69.87626318,81.43410057,11.55783739
"Suffolk","Both","<1 year",2009,70.09404643,81.76164416,11.66759773
"Suffolk","Both","<1 year",2010,70.14805437,81.85842557,11.7103712
"Suffolk","Both","<1 year",2011,70.32164855,82.12027886,11.79863031
"Suffolk","Both","<1 year",2012,70.398615,82.25163451,11.85301951
"Suffolk","Both","<1 year",2013,70.34205645,82.21453876,11.87248231
"Suffolk","Both","<1 year",2014,70.40366156,82.34540826,11.9417467
"Suffolk","Both","<1 year",2015,70.33198284,82.28365657,11.95167373
"Suffolk","Both","<1 year",2016,70.13989873,82.07047586,11.93057713
"Suffolk","Both","<1 year",2017,70.0267838,81.9646897,11.9379059
"Suffolk","Female","<1 year",1990,68.52223868,80.03804198,11.5158033
"Suffolk","Female","<1 year",1991,68.60552055,80.13171332,11.52619277
"Suffolk","Female","<1 year",1992,68.69926444,80.23935226,11.54008782
"Suffolk","Female","<1 year",1993,68.70241175,80.24300692,11.54059517
"Suffolk","Female","<1 year",1994,68.96926729,80.60417983,11.63491254
"Suffolk","Female","<1 year",1995,68.94103423,80.55720634,11.61617211
"Suffolk","Female","<1 year",1996,69.24542982,80.96892659,11.72349677
"Suffolk","Female","<1 year",1997,69.44874111,81.26735907,11.81861796
"Suffolk","Female","<1 year",1998,69.48395258,81.35502528,11.8710727
"Suffolk","Female","<1 year",1999,69.60171813,81.54863925,11.94692112
"Suffolk","Female","<1 year",2000,69.72864724,81.75074532,12.02209808
"Suffolk","Female","<1 year",2001,69.72548162,81.78499456,12.05951294
"Suffolk","Female","<1 year",2002,69.6788689,81.76412408,12.08525518
"Suffolk","Female","<1 year",2003,69.6227222,81.74302418,12.12030198
"Suffolk","Female","<1 year",2004,69.90563544,82.17863003,12.27299459
"Suffolk","Female","<1 year",2005,70.21935868,82.63647842,12.41711974
"Suffolk","Female","<1 year",2006,70.34401342,82.82871616,12.48470274
"Suffolk","Female","<1 year",2007,70.46382318,83.02208707,12.55826389
"Suffolk","Female","<1 year",2008,70.56754002,83.20567833,12.63813831
"Suffolk","Female","<1 year",2009,70.83674888,83.61131308,12.7745642
"Suffolk","Female","<1 year",2010,70.85432934,83.6622493,12.80791996
"Suffolk","Female","<1 year",2011,70.95617215,83.83297088,12.87679873
"Suffolk","Female","<1 year",2012,70.85969341,83.72632946,12.86663605
"Suffolk","Female","<1 year",2013,70.92447809,83.84809877,12.92362068
"Suffolk","Female","<1 year",2014,70.96664447,83.9465265,12.97988203
"Suffolk","Female","<1 year",2015,70.87302554,83.84897104,12.9759455
"Suffolk","Female","<1 year",2016,70.75190131,83.73223472,12.98033341
"Suffolk","Female","<1 year",2017,70.69467226,83.70534542,13.01067316
"Suffolk","Male","<1 year",1990,65.86121862,74.93033519,9.06911656999999
"Suffolk","Male","<1 year",1991,65.95151852,75.06163901,9.11012049
"Suffolk","Male","<1 year",1992,66.17379046,75.36423206,9.1904416
"Suffolk","Male","<1 year",1993,66.22788651,75.45617669,9.22829018
"Suffolk","Male","<1 year",1994,66.53965149,75.88413772,9.34448623
"Suffolk","Male","<1 year",1995,66.54186056,75.90278736,9.3609268
"Suffolk","Male","<1 year",1996,66.61307926,76.00894649,9.39586722999999
"Suffolk","Male","<1 year",1997,66.86873032,76.35663113,9.48790081
"Suffolk","Male","<1 year",1998,66.98998382,76.53138555,9.54140172999999
"Suffolk","Male","<1 year",1999,67.22189404,76.85903682,9.63714278
"Suffolk","Male","<1 year",2000,67.44144652,77.17623151,9.73478498999999
"Suffolk","Male","<1 year",2001,67.68512027,77.51975981,9.83463954
"Suffolk","Male","<1 year",2002,67.7803531,77.66988378,9.88953068000001
"Suffolk","Male","<1 year",2003,67.99071256,77.97791808,9.98720551999999
"Suffolk","Male","<1 year",2004,68.49559379,78.66521977,10.16962598
"Suffolk","Male","<1 year",2005,68.77512443,79.05038137,10.27525694
"Suffolk","Male","<1 year",2006,68.83324023,79.1512087,10.31796847
"Suffolk","Male","<1 year",2007,69.04693112,79.45680762,10.4098765
"Suffolk","Male","<1 year",2008,69.13248272,79.59056846,10.45808574
"Suffolk","Male","<1 year",2009,69.30494442,79.8503396,10.54539518
"Suffolk","Male","<1 year",2010,69.39967736,80.00072572,10.60104836
"Suffolk","Male","<1 year",2011,69.63825673,80.34564909,10.70739236
"Suffolk","Male","<1 year",2012,69.88204614,80.70573205,10.82368591
"Suffolk","Male","<1 year",2013,69.71837396,80.53528965,10.81691569
"Suffolk","Male","<1 year",2014,69.80544262,80.70953438,10.90409176
"Suffolk","Male","<1 year",2015,69.76233416,80.69646861,10.93413445
"Suffolk","Male","<1 year",2016,69.50714005,80.40286982,10.89572977
"Suffolk","Male","<1 year",2017,69.34782842,80.23600801,10.88817959
"Warwickshire","Both","<1 year",1990,66.07250696,76.17264261,10.10013565
"Warwickshire","Both","<1 year",1991,66.32531618,76.50838804,10.18307186
"Warwickshire","Both","<1 year",1992,66.53007845,76.78082586,10.25074741
"Warwickshire","Both","<1 year",1993,66.54688302,76.80549697,10.25861395
"Warwickshire","Both","<1 year",1994,66.81690991,77.1703808,10.35347089
"Warwickshire","Both","<1 year",1995,66.87428432,77.24464187,10.37035755
"Warwickshire","Both","<1 year",1996,67.12068445,77.57446669,10.45378224
"Warwickshire","Both","<1 year",1997,67.37407992,77.92560352,10.5515236
"Warwickshire","Both","<1 year",1998,67.47661377,78.0799387,10.60332493
"Warwickshire","Both","<1 year",1999,67.59708813,78.26342774,10.66633961
"Warwickshire","Both","<1 year",2000,67.95095837,78.76024879,10.80929042
"Warwickshire","Both","<1 year",2001,68.20769671,79.12678426,10.91908755
"Warwickshire","Both","<1 year",2002,68.21169944,79.16159478,10.94989534
"Warwickshire","Both","<1 year",2003,68.19402531,79.18339327,10.98936796
"Warwickshire","Both","<1 year",2004,68.52002211,79.66244965,11.14242754
"Warwickshire","Both","<1 year",2005,68.68741431,79.92386212,11.23644781
"Warwickshire","Both","<1 year",2006,68.7981889,80.10888151,11.31069261
"Warwickshire","Both","<1 year",2007,69.03650669,80.45859384,11.42208715
"Warwickshire","Both","<1 year",2008,69.16175598,80.6576519,11.49589592
"Warwickshire","Both","<1 year",2009,69.42850616,81.04972895,11.62122279
"Warwickshire","Both","<1 year",2010,69.59140297,81.29691494,11.70551197
"Warwickshire","Both","<1 year",2011,69.76466803,81.56106114,11.79639311
"Warwickshire","Both","<1 year",2012,69.80653828,81.64280131,11.83626303
"Warwickshire","Both","<1 year",2013,69.74382499,81.59663992,11.85281493
"Warwickshire","Both","<1 year",2014,69.75608305,81.66524875,11.9091657
"Warwickshire","Both","<1 year",2015,69.66787546,81.59087689,11.92300143
"Warwickshire","Both","<1 year",2016,69.57263872,81.51645403,11.94381531
"Warwickshire","Both","<1 year",2017,69.51319701,81.48267904,11.96948203
"Warwickshire","Female","<1 year",1990,67.41285402,78.70874106,11.29588704
"Warwickshire","Female","<1 year",1991,67.56825002,78.90163868,11.33338866
"Warwickshire","Female","<1 year",1992,67.7229334,79.09872191,11.37578851
"Warwickshire","Female","<1 year",1993,67.85335003,79.26023092,11.40688089
"Warwickshire","Female","<1 year",1994,68.13375278,79.64094988,11.5071971
"Warwickshire","Female","<1 year",1995,68.14425696,79.65167187,11.50741491
"Warwickshire","Female","<1 year",1996,68.31798146,79.88469199,11.56671053
"Warwickshire","Female","<1 year",1997,68.61870389,80.30093203,11.68222814
"Warwickshire","Female","<1 year",1998,68.69175623,80.4228829,11.73112667
"Warwickshire","Female","<1 year",1999,68.73551748,80.51507989,11.77956241
"Warwickshire","Female","<1 year",2000,69.11102138,81.05640257,11.94538119
"Warwickshire","Female","<1 year",2001,69.32166141,81.37689076,12.05522935
"Warwickshire","Female","<1 year",2002,69.30207741,81.39628184,12.09420443
"Warwickshire","Female","<1 year",2003,69.21619844,81.33874364,12.1225452
"Warwickshire","Female","<1 year",2004,69.46982947,81.73957098,12.26974151
"Warwickshire","Female","<1 year",2005,69.59660979,81.95858836,12.36197857
"Warwickshire","Female","<1 year",2006,69.70410835,82.13335497,12.42924662
"Warwickshire","Female","<1 year",2007,69.84150232,82.34745642,12.5059541
"Warwickshire","Female","<1 year",2008,69.93511843,82.51438723,12.5792688
"Warwickshire","Female","<1 year",2009,70.28904335,83.04127681,12.75223346
"Warwickshire","Female","<1 year",2010,70.36183758,83.17024347,12.80840589
"Warwickshire","Female","<1 year",2011,70.53265114,83.43542681,12.90277567
"Warwickshire","Female","<1 year",2012,70.58265842,83.53156058,12.94890216
"Warwickshire","Female","<1 year",2013,70.58279919,83.57010665,12.98730746
"Warwickshire","Female","<1 year",2014,70.54072973,83.56354528,13.02281555
"Warwickshire","Female","<1 year",2015,70.3725997,83.38167908,13.00907938
"Warwickshire","Female","<1 year",2016,70.22698484,83.24811528,13.02113044
"Warwickshire","Female","<1 year",2017,70.14356375,83.19262524,13.04906149
"Warwickshire","Male","<1 year",1990,64.68280929,73.57731519,8.8945059
"Warwickshire","Male","<1 year",1991,65.01910044,74.03247396,9.01337352
"Warwickshire","Male","<1 year",1992,65.27240102,74.37473163,9.10233061
"Warwickshire","Male","<1 year",1993,65.19747507,74.29378139,9.09630632000001
"Warwickshire","Male","<1 year",1994,65.45460899,74.63729424,9.18268525000001
"Warwickshire","Male","<1 year",1995,65.55890088,74.7725652,9.21366432000001
"Warwickshire","Male","<1 year",1996,65.86289786,75.17396584,9.31106797999999
"Warwickshire","Male","<1 year",1997,66.06828811,75.45749558,9.38920747
"Warwickshire","Male","<1 year",1998,66.20518661,75.64905631,9.44386970000001
"Warwickshire","Male","<1 year",1999,66.39757664,75.91504634,9.51746970000001
"Warwickshire","Male","<1 year",2000,66.72556201,76.36024277,9.63468075999999
"Warwickshire","Male","<1 year",2001,67.02440234,76.76569474,9.74129240000001
"Warwickshire","Male","<1 year",2002,67.05819739,76.82630351,9.76810612
"Warwickshire","Male","<1 year",2003,67.10738326,76.92621493,9.81883166999999
"Warwickshire","Male","<1 year",2004,67.4988385,77.47141837,9.97257986999999
"Warwickshire","Male","<1 year",2005,67.70342319,77.77028426,10.06686107
"Warwickshire","Male","<1 year",2006,67.82669382,77.97888031,10.15218649
"Warwickshire","Male","<1 year",2007,68.16843265,78.4657758,10.29734315
"Warwickshire","Male","<1 year",2008,68.32305037,78.69485752,10.37180715
"Warwickshire","Male","<1 year",2009,68.5043618,78.95767865,10.45331685
"Warwickshire","Male","<1 year",2010,68.75431131,79.3188055,10.56449419
"Warwickshire","Male","<1 year",2011,68.93528786,79.59142457,10.65613671
"Warwickshire","Male","<1 year",2012,68.97916571,79.67669573,10.69753002
"Warwickshire","Male","<1 year",2013,68.865764,79.56801399,10.70224999
"Warwickshire","Male","<1 year",2014,68.93443858,79.71568184,10.78124326
"Warwickshire","Male","<1 year",2015,68.92720012,79.75180065,10.82460053
"Warwickshire","Male","<1 year",2016,68.8836756,79.74074,10.8570644
"Warwickshire","Male","<1 year",2017,68.85532233,79.74187136,10.88654903
"West Sussex","Both","<1 year",1990,67.3080999,77.61673326,10.30863336
"West Sussex","Both","<1 year",1991,67.47414915,77.83320583,10.35905668
"West Sussex","Both","<1 year",1992,67.7350967,78.17345009,10.43835339
"West Sussex","Both","<1 year",1993,67.76669699,78.21905218,10.45235519
"West Sussex","Both","<1 year",1994,68.01501892,78.55286594,10.53784702
"West Sussex","Both","<1 year",1995,68.03496087,78.58844196,10.55348109
"West Sussex","Both","<1 year",1996,68.17882224,78.79694652,10.61812428
"West Sussex","Both","<1 year",1997,68.35661871,79.06518123,10.70856252
"West Sussex","Both","<1 year",1998,68.50614646,79.30741225,10.80126579
"West Sussex","Both","<1 year",1999,68.59521459,79.46670498,10.87149039
"West Sussex","Both","<1 year",2000,68.70645572,79.64435168,10.93789596
"West Sussex","Both","<1 year",2001,68.79494874,79.78703842,10.99208968
"West Sussex","Both","<1 year",2002,68.8935154,79.94769892,11.05418352
"West Sussex","Both","<1 year",2003,68.95651254,80.06814547,11.11163293
"West Sussex","Both","<1 year",2004,69.29400305,80.54639976,11.25239671
"West Sussex","Both","<1 year",2005,69.47584082,80.81328651,11.33744569
"West Sussex","Both","<1 year",2006,69.57935197,80.98069667,11.4013447
"West Sussex","Both","<1 year",2007,69.7608242,81.23866098,11.47783678
"West Sussex","Both","<1 year",2008,69.82369024,81.33847243,11.51478219
"West Sussex","Both","<1 year",2009,70.02863794,81.63915591,11.61051797
"West Sussex","Both","<1 year",2010,70.11856083,81.77758594,11.65902511
"West Sussex","Both","<1 year",2011,70.33416406,82.09066575,11.75650169
"West Sussex","Both","<1 year",2012,70.41436163,82.2250755,11.81071387
"West Sussex","Both","<1 year",2013,70.29915395,82.11399079,11.81483684
"West Sussex","Both","<1 year",2014,70.32639914,82.19284809,11.86644895
"West Sussex","Both","<1 year",2015,70.22304585,82.09876778,11.87572193
"West Sussex","Both","<1 year",2016,70.05608084,81.92465996,11.86857912
"West Sussex","Both","<1 year",2017,69.8916936,81.75422248,11.86252888
"West Sussex","Female","<1 year",1990,68.60594242,80.07375813,11.46781571
"West Sussex","Female","<1 year",1991,68.85773207,80.39609071,11.53835864
"West Sussex","Female","<1 year",1992,69.11436173,80.72607325,11.61171152
"West Sussex","Female","<1 year",1993,69.07400746,80.66609994,11.59209248
"West Sussex","Female","<1 year",1994,69.24990642,80.89996311,11.65005669
"West Sussex","Female","<1 year",1995,69.29296153,80.95511565,11.66215412
"West Sussex","Female","<1 year",1996,69.41391383,81.13644751,11.72253368
"West Sussex","Female","<1 year",1997,69.53022776,81.33709315,11.80686539
"West Sussex","Female","<1 year",1998,69.61202213,81.50582846,11.89380633
"West Sussex","Female","<1 year",1999,69.63833757,81.60244549,11.96410792
"West Sussex","Female","<1 year",2000,69.64230483,81.65346216,12.01115733
"West Sussex","Female","<1 year",2001,69.63678506,81.68397305,12.04718799
"West Sussex","Female","<1 year",2002,69.62323376,81.70869049,12.08545673
"West Sussex","Female","<1 year",2003,69.64833701,81.7882227,12.13988569
"West Sussex","Female","<1 year",2004,69.9672433,82.2560854,12.2888421
"West Sussex","Female","<1 year",2005,70.12182714,82.49370093,12.37187379
"West Sussex","Female","<1 year",2006,70.35498029,82.83042739,12.4754471
"West Sussex","Female","<1 year",2007,70.46595394,82.98913558,12.52318164
"West Sussex","Female","<1 year",2008,70.48499517,83.02344353,12.53844836
"West Sussex","Female","<1 year",2009,70.75477585,83.41137494,12.65659909
"West Sussex","Female","<1 year",2010,70.74958941,83.42566148,12.67607207
"West Sussex","Female","<1 year",2011,70.97659787,83.75817493,12.78157706
"West Sussex","Female","<1 year",2012,71.05129148,83.88645332,12.83516184
"West Sussex","Female","<1 year",2013,71.02561726,83.89142356,12.8658063
"West Sussex","Female","<1 year",2014,71.0461851,83.96361722,12.91743212
"West Sussex","Female","<1 year",2015,70.9286136,83.84759066,12.91897706
"West Sussex","Female","<1 year",2016,70.74782177,83.65852347,12.9107017
"West Sussex","Female","<1 year",2017,70.60212955,83.52276933,12.92063978
"West Sussex","Male","<1 year",1990,65.80195746,74.86375846,9.061801
"West Sussex","Male","<1 year",1991,65.88912817,74.98396489,9.09483671999999
"West Sussex","Male","<1 year",1992,66.15233474,75.32992395,9.17758920999999
"West Sussex","Male","<1 year",1993,66.25990638,75.48453318,9.2246268
"West Sussex","Male","<1 year",1994,66.57754276,75.91076011,9.33321735
"West Sussex","Male","<1 year",1995,66.5890352,75.94593478,9.35689958
"West Sussex","Male","<1 year",1996,66.76518102,76.1918158,9.42663478
"West Sussex","Male","<1 year",1997,67.01077903,76.53228209,9.52150306
"West Sussex","Male","<1 year",1998,67.2340803,76.85219194,9.61811164
"West Sussex","Male","<1 year",1999,67.39440549,77.08252895,9.68812346
"West Sussex","Male","<1 year",2000,67.62046878,77.39469666,9.77422788
"West Sussex","Male","<1 year",2001,67.80550042,77.65278056,9.84728014
"West Sussex","Male","<1 year",2002,68.01747611,77.95029479,9.93281868
"West Sussex","Male","<1 year",2003,68.12628617,78.12260234,9.99631617
"West Sussex","Male","<1 year",2004,68.48429493,78.61250147,10.12820654
"West Sussex","Male","<1 year",2005,68.69991091,78.91785089,10.21793998
"West Sussex","Male","<1 year",2006,68.68439899,78.93326633,10.24886734
"West Sussex","Male","<1 year",2007,68.94164533,79.29706061,10.35541528
"West Sussex","Male","<1 year",2008,69.05733048,79.47561752,10.41828704
"West Sussex","Male","<1 year",2009,69.19969897,79.69266704,10.49296807
"West Sussex","Male","<1 year",2010,69.3874416,79.9591506,10.571709
"West Sussex","Male","<1 year",2011,69.59296539,80.25583749,10.6628721
"West Sussex","Male","<1 year",2012,69.68499734,80.4069726,10.72197526
"West Sussex","Male","<1 year",2013,69.49073647,80.19834812,10.70761165
"West Sussex","Male","<1 year",2014,69.53203765,80.29615173,10.76411408
"West Sussex","Male","<1 year",2015,69.45144576,80.23873316,10.7872874
"West Sussex","Male","<1 year",2016,69.30443753,80.09096485,10.78652732
"West Sussex","Male","<1 year",2017,69.13066801,79.90157981,10.7709118
"Worcestershire","Both","<1 year",1990,66.33596947,76.57846513,10.24249566
"Worcestershire","Both","<1 year",1991,66.62201126,76.96492558,10.34291432
"Worcestershire","Both","<1 year",1992,66.81853015,77.2345265,10.41599635
"Worcestershire","Both","<1 year",1993,66.81377524,77.23455586,10.42078062
"Worcestershire","Both","<1 year",1994,67.05845342,77.56875071,10.51029729
"Worcestershire","Both","<1 year",1995,67.15844308,77.7023798,10.54393672
"Worcestershire","Both","<1 year",1996,67.34817641,77.96232037,10.61414396
"Worcestershire","Both","<1 year",1997,67.44007419,78.10025044,10.66017625
"Worcestershire","Both","<1 year",1998,67.50202485,78.20423356,10.70220871
"Worcestershire","Both","<1 year",1999,67.5463798,78.28643494,10.74005514
"Worcestershire","Both","<1 year",2000,67.79893405,78.63968307,10.84074902
"Worcestershire","Both","<1 year",2001,68.07323428,79.03294624,10.95971196
"Worcestershire","Both","<1 year",2002,68.17967861,79.21087539,11.03119678
"Worcestershire","Both","<1 year",2003,68.24796077,79.35508805,11.10712728
"Worcestershire","Both","<1 year",2004,68.63340574,79.91489823,11.28149249
"Worcestershire","Both","<1 year",2005,68.85157947,80.2418551,11.39027563
"Worcestershire","Both","<1 year",2006,68.84815922,80.26316084,11.41500162
"Worcestershire","Both","<1 year",2007,68.91921328,80.38258994,11.46337666
"Worcestershire","Both","<1 year",2008,68.97439474,80.47902025,11.50462551
"Worcestershire","Both","<1 year",2009,69.22236979,80.84208406,11.61971427
"Worcestershire","Both","<1 year",2010,69.39789276,81.10463285,11.70674009
"Worcestershire","Both","<1 year",2011,69.65125419,81.47623727,11.82498308
"Worcestershire","Both","<1 year",2012,69.6976908,81.55965712,11.86196632
"Worcestershire","Both","<1 year",2013,69.57737694,81.43305882,11.85568188
"Worcestershire","Both","<1 year",2014,69.64238874,81.57588209,11.93349335
"Worcestershire","Both","<1 year",2015,69.59412263,81.55297043,11.9588478
"Worcestershire","Both","<1 year",2016,69.50573414,81.48190905,11.97617491
"Worcestershire","Both","<1 year",2017,69.44117523,81.43552949,11.99435426
"Worcestershire","Female","<1 year",1990,67.65400603,79.13142618,11.47742015
"Worcestershire","Female","<1 year",1991,67.85226786,79.3968039,11.54453604
"Worcestershire","Female","<1 year",1992,67.99727615,79.59062112,11.59334497
"Worcestershire","Female","<1 year",1993,68.09516114,79.71633261,11.62117147
"Worcestershire","Female","<1 year",1994,68.33321246,80.04480707,11.71159461
"Worcestershire","Female","<1 year",1995,68.31387595,80.02012396,11.70624801
"Worcestershire","Female","<1 year",1996,68.42200114,80.17269848,11.75069734
"Worcestershire","Female","<1 year",1997,68.5121237,80.31308511,11.80096141
"Worcestershire","Female","<1 year",1998,68.55234359,80.40345485,11.85111126
"Worcestershire","Female","<1 year",1999,68.50030643,80.3715545,11.87124807
"Worcestershire","Female","<1 year",2000,68.67753524,80.63456255,11.95702731
"Worcestershire","Female","<1 year",2001,68.93680636,81.01979636,12.08299
"Worcestershire","Female","<1 year",2002,69.01916517,81.1797111,12.16054593
"Worcestershire","Female","<1 year",2003,69.0208036,81.24675782,12.22595422
"Worcestershire","Female","<1 year",2004,69.30100568,81.68339612,12.38239044
"Worcestershire","Female","<1 year",2005,69.54339954,82.06120123,12.51780169
"Worcestershire","Female","<1 year",2006,69.59065203,82.14695616,12.55630413
"Worcestershire","Female","<1 year",2007,69.65768366,82.26009816,12.6024145
"Worcestershire","Female","<1 year",2008,69.68913399,82.33454183,12.64540784
"Worcestershire","Female","<1 year",2009,70.00123196,82.7975262,12.79629424
"Worcestershire","Female","<1 year",2010,70.08196544,82.93415102,12.85218558
"Worcestershire","Female","<1 year",2011,70.27884909,83.22944018,12.95059109
"Worcestershire","Female","<1 year",2012,70.24842753,83.20337126,12.95494373
"Worcestershire","Female","<1 year",2013,70.19539686,83.15770878,12.96231192
"Worcestershire","Female","<1 year",2014,70.26705321,83.30771764,13.04066443
"Worcestershire","Female","<1 year",2015,70.29663565,83.39442608,13.09779043
"Worcestershire","Female","<1 year",2016,70.19885596,83.31458096,13.115725
"Worcestershire","Female","<1 year",2017,70.11877042,83.25213374,13.13336332
"Worcestershire","Male","<1 year",1990,64.93319618,73.90607865,8.97288247
"Worcestershire","Male","<1 year",1991,65.29454354,74.39243155,9.09788800999999
"Worcestershire","Male","<1 year",1992,65.54024535,74.73122576,9.19098040999999
"Worcestershire","Male","<1 year",1993,65.45503957,74.63778283,9.18274326000001
"Worcestershire","Male","<1 year",1994,65.70305307,74.97066271,9.26760964
"Worcestershire","Male","<1 year",1995,65.91340072,75.24596652,9.3325658
"Worcestershire","Male","<1 year",1996,66.17863274,75.60020112,9.42156838
"Worcestershire","Male","<1 year",1997,66.27619111,75.73990357,9.46371246
"Worcestershire","Male","<1 year",1998,66.36805371,75.86803774,9.49998403000001
"Worcestershire","Male","<1 year",1999,66.51273505,76.06813256,9.55539750999999
"Worcestershire","Male","<1 year",2000,66.84383673,76.51384605,9.67000931999999
"Worcestershire","Male","<1 year",2001,67.14125885,76.92568422,9.78442536999999
"Worcestershire","Male","<1 year",2002,67.28354066,77.13893839,9.85539773000001
"Worcestershire","Male","<1 year",2003,67.4237829,77.36738529,9.94360239
"Worcestershire","Male","<1 year",2004,67.91320921,78.04558436,10.13237515
"Worcestershire","Male","<1 year",2005,68.10615084,78.3216033,10.21545246
"Worcestershire","Male","<1 year",2006,68.06352729,78.2976471,10.23411981
"Worcestershire","Male","<1 year",2007,68.14244368,78.42991682,10.28747314
"Worcestershire","Male","<1 year",2008,68.21760275,78.54399535,10.3263926
"Worcestershire","Male","<1 year",2009,68.40578865,78.81430053,10.40851188
"Worcestershire","Male","<1 year",2010,68.66876697,79.19086761,10.52210064
"Worcestershire","Male","<1 year",2011,68.97483675,79.63266023,10.65782348
"Worcestershire","Male","<1 year",2012,69.10409938,79.83544656,10.73134718
"Worcestershire","Male","<1 year",2013,68.92829915,79.649794,10.72149485
"Worcestershire","Male","<1 year",2014,68.98931153,79.79110972,10.80179819
"Worcestershire","Male","<1 year",2015,68.87456621,79.67936194,10.80479573
"Worcestershire","Male","<1 year",2016,68.80231484,79.62947295,10.82715811
"Worcestershire","Male","<1 year",2017,68.76089197,79.6128376,10.85194563
