"measure","Area","Sex","age","Year","val","upper","lower"
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",1992,69.11436173,71.8722898,65.80364402
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",1992,67.7350967,70.28551516,64.6917114
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",1992,66.54146945,68.91955731,63.77342754
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",1992,68.84784809,71.70407845,65.60847184
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",1992,67.75485708,70.33247772,64.68931206
"HALE (Healthy life expectancy)","Kent","Male","<1 year",1992,65.43161661,67.7281375,62.67141284
"HALE (Healthy life expectancy)","Kent","Female","<1 year",1992,68.31015453,71.13230978,65.03017034
"HALE (Healthy life expectancy)","Kent","Both","<1 year",1992,66.93370496,69.49197136,63.89730574
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",1992,66.15255553,68.45939985,63.4015808
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",1992,69.15053178,71.98762675,65.85984596
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",1992,67.76515374,70.35236908,64.69358522
"HALE (Healthy life expectancy)","Devon","Male","<1 year",1992,66.35420852,68.67946673,63.65678518
"HALE (Healthy life expectancy)","Devon","Female","<1 year",1992,69.19031955,72.04543579,65.80358386
"HALE (Healthy life expectancy)","Devon","Both","<1 year",1992,67.83332275,70.40007013,64.8230558
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",1992,65.90515171,68.25626304,63.260533
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",1992,68.64501367,71.48257681,65.409959
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",1992,67.33964445,69.93852894,64.40236604
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",1992,66.02830874,68.31441444,63.36657509
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",1992,68.72568564,71.56309665,65.48576261
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",1992,67.42688961,70.00617554,64.47842151
"HALE (Healthy life expectancy)","England","Male","<1 year",2009,68.0033077,70.50142776,65.01315933
"HALE (Healthy life expectancy)","England","Female","<1 year",2009,69.9447593,72.96636454,66.42036527
"HALE (Healthy life expectancy)","England","Both","<1 year",2009,69.00249252,71.75294797,65.73928579
"HALE (Healthy life expectancy)","South East England","Male","<1 year",1993,65.95127661,68.19939089,63.20027681
"HALE (Healthy life expectancy)","South East England","Female","<1 year",1993,68.63338707,71.43918178,65.40727658
"HALE (Healthy life expectancy)","South East England","Both","<1 year",1993,67.35956359,69.90266883,64.37119737
"HALE (Healthy life expectancy)","England","Male","<1 year",1993,64.85510023,67.05897739,62.23504999
"HALE (Healthy life expectancy)","England","Female","<1 year",1993,67.7920404,70.57915131,64.57709438
"HALE (Healthy life expectancy)","England","Both","<1 year",1993,66.36475363,68.85460778,63.42997265
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",1997,66.5655726,68.96052836,63.77256683
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",1997,68.88177128,71.8254433,65.57811403
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",1997,67.78095586,70.40446885,64.72495678
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",1997,65.92305569,68.21207113,63.15841645
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",1997,68.512534,71.3982097,65.18216531
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",1997,67.23310412,69.82312104,64.20450598
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",1997,66.06828811,68.41189445,63.33509855
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",1997,68.61870389,71.56267198,65.35995485
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",1997,67.37407992,70.0434111,64.33537831
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",1997,66.27619111,68.60870474,63.49887857
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",1997,68.5121237,71.39974719,65.15328861
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",1997,67.44007419,70.03653351,64.36731128
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",1997,65.94741586,68.24739981,63.2060283
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",1997,68.19075349,70.99868688,64.88598426
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",1997,67.10390078,69.67784472,64.09020823
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",1991,65.20812378,67.43333095,62.59729457
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",1991,68.28390188,71.14482914,65.0086577
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",1991,66.79500903,69.32212546,63.85492004
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",1991,64.91648724,67.08852497,62.3302542
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",1991,67.54961105,70.31287098,64.22197115
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",1991,66.26161405,68.71831855,63.3092443
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",1991,65.01910044,67.23942011,62.50727183
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",1991,67.56825002,70.39009171,64.35780065
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",1991,66.32531618,68.84916302,63.46290809
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",1991,65.29454354,67.46612191,62.67432844
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",1991,67.85226786,70.63672084,64.52002614
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",1991,66.62201126,69.12003253,63.65715704
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",1991,64.43948564,66.63107791,61.88520483
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",1991,67.33735249,70.13757338,64.09645462
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",1991,65.9042397,68.42190053,62.99741875
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",1991,65.95151852,68.23606539,63.31015926
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",1991,68.60552055,71.42525485,65.28496904
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",1991,67.31455919,69.86423751,64.28274752
"HALE (Healthy life expectancy)","Essex","Male","<1 year",1991,65.8262525,68.03896392,63.15481759
"HALE (Healthy life expectancy)","Essex","Female","<1 year",1991,68.38965873,71.20293999,65.18680245
"HALE (Healthy life expectancy)","Essex","Both","<1 year",1991,67.15777195,69.64786166,64.18890067
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",1991,65.93368593,68.25694016,63.279717
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",1991,68.88363631,71.73515362,65.54583268
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",1991,67.43638883,69.9991898,64.42956533
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2001,67.48045086,69.91434904,64.59712016
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2001,69.66383785,72.58700814,66.29346596
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2001,68.62780648,71.29320783,65.50889453
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2017,69.40922359,72.15670561,66.20173004
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2017,70.80934409,73.92118053,67.07004573
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2017,70.12915709,73.01363391,66.67663566
"HALE (Healthy life expectancy)","England","Male","<1 year",2005,67.38377282,69.81442014,64.50297983
"HALE (Healthy life expectancy)","England","Female","<1 year",2005,69.32898231,72.314051,65.89563629
"HALE (Healthy life expectancy)","England","Both","<1 year",2005,68.39297448,71.07761574,65.24106334
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",2011,69.3414424,71.99063951,66.27600143
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",2011,70.70957134,73.84012943,67.11747323
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",2011,70.07657831,72.94919517,66.70850699
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",2011,68.42812852,70.94832719,65.44751946
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",2011,69.94966031,73.0993853,66.36694295
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",2011,69.2011319,72.06222034,65.91172356
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",2011,68.93528786,71.536269,65.97782797
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",2011,70.53265114,73.67929596,66.93045401
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",2011,69.76466803,72.63527213,66.48377892
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",2011,68.97483675,71.6156216,65.84069807
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",2011,70.27884909,73.42044345,66.59093582
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",2011,69.65125419,72.53432499,66.27096003
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",2011,69.03146905,71.58034984,66.03665358
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",2011,70.30741317,73.40158064,66.77098757
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",2011,69.7030887,72.54181463,66.45540075
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",2011,69.63825673,72.32526915,66.64799253
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",2011,70.95617215,74.14196162,67.26879137
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",2011,70.32164855,73.21107178,66.94163512
"HALE (Healthy life expectancy)","Essex","Male","<1 year",2011,69.33074185,71.89031649,66.28787701
"HALE (Healthy life expectancy)","Essex","Female","<1 year",2011,70.70674245,73.84666531,67.05668305
"HALE (Healthy life expectancy)","Essex","Both","<1 year",2011,70.05339471,72.85879117,66.7575227
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",2011,69.65832882,72.3424771,66.60592596
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",2011,71.37645358,74.53099645,67.70845096
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",2011,70.55131126,73.40235886,67.16939072
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",2012,70.02719407,72.67976053,66.87092689
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",2012,71.06572285,74.23950207,67.40301648
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",2012,70.58094556,73.44470362,67.16413536
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",2012,69.68499734,72.3081622,66.58520616
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",2012,71.05129148,74.19285546,67.44323451
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",2012,70.41436163,73.27379789,67.03512965
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",2012,69.99332385,72.60431198,66.79704288
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",2012,71.07527198,74.14322771,67.49555673
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",2012,70.56904056,73.42764961,67.26802364
"HALE (Healthy life expectancy)","Kent","Male","<1 year",2012,69.40551535,72.02320563,66.31936058
"HALE (Healthy life expectancy)","Kent","Female","<1 year",2012,70.71803597,73.77148375,67.14911415
"HALE (Healthy life expectancy)","Kent","Both","<1 year",2012,70.09281781,72.93193639,66.75519208
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",2012,69.22800212,71.83949122,66.18875426
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",2012,71.02511807,74.10564788,67.41843856
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",2012,70.16827017,72.99551114,66.91344718
"HALE (Healthy life expectancy)","Devon","Male","<1 year",2012,69.50326421,72.13147079,66.4996145
"HALE (Healthy life expectancy)","Devon","Female","<1 year",2012,71.32551617,74.45877081,67.7231713
"HALE (Healthy life expectancy)","Devon","Both","<1 year",2012,70.4397653,73.3429744,67.13994624
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",2012,69.77585649,72.42701514,66.7564304
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",2012,70.7821755,73.94432567,67.18529617
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",2012,70.31064174,73.22591791,66.99943196
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",2012,69.66959666,72.32399479,66.57562197
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",2012,71.15215807,74.29724799,67.48223053
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",2012,70.44552473,73.3819326,67.17388837
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",1996,66.71671754,69.02993152,63.90223167
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",1996,69.1690009,72.04419798,65.90478621
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",1996,67.99307768,70.55760711,64.95231045
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",1996,66.76518102,69.07033893,63.93710977
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",1996,69.41391383,72.31766397,66.01883355
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",1996,68.17882224,70.76799011,65.04006578
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",1996,66.95332294,69.33973958,64.15924692
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",1996,69.33484213,72.19623604,66.05053965
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",1996,68.19463668,70.82872625,65.22016708
"HALE (Healthy life expectancy)","Kent","Male","<1 year",1996,65.96210485,68.27415149,63.27343675
"HALE (Healthy life expectancy)","Kent","Female","<1 year",1996,68.67613541,71.54735198,65.3692276
"HALE (Healthy life expectancy)","Kent","Both","<1 year",1996,67.37126336,69.97550998,64.34613998
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",1996,66.56190633,68.91412867,63.77158689
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",1996,69.20715829,72.0399145,65.89940741
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",1996,67.97404154,70.57576171,64.86655699
"HALE (Healthy life expectancy)","Devon","Male","<1 year",1996,66.8756783,69.18391353,64.06421081
"HALE (Healthy life expectancy)","Devon","Female","<1 year",1996,69.52028689,72.39291923,66.10412466
"HALE (Healthy life expectancy)","Devon","Both","<1 year",1996,68.25517224,70.87441037,65.1456473
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",1996,66.41521667,68.77196212,63.78423874
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",1996,69.09925725,72.0632877,65.725044
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",1996,67.81480309,70.47736821,64.78556954
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",1996,66.6277993,68.98553038,63.84399666
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",1996,69.3176281,72.20448681,66.08690133
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",1996,68.0219438,70.6390433,65.02851427
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2013,69.44119208,72.04680755,66.35449151
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2013,70.96170291,74.03179792,67.35182049
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2013,70.2324794,73.05381695,66.86643597
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",1995,66.16243553,68.50425625,63.45750161
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",1995,68.4700068,71.32335466,65.25774312
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",1995,67.37403305,69.97082743,64.36336217
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",1995,65.68270509,67.92272853,62.95009282
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",1995,68.0975313,70.93799335,64.82140482
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",1995,66.91603387,69.42064628,63.92061755
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",1995,65.55890088,67.82222683,62.90391054
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",1995,68.14425696,71.00367989,64.91086511
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",1995,66.87428432,69.48478437,63.90400327
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",1995,65.91340072,68.26421445,63.21081377
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",1995,68.31387595,71.18065825,65.02653481
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",1995,67.15844308,69.75290291,64.11468975
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",1995,65.32540156,67.52369167,62.65416887
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",1995,67.83239012,70.69688986,64.59393658
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",1995,66.60739576,69.14543404,63.63126365
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",1995,66.54186056,68.85711293,63.77773786
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",1995,68.94103423,71.76736562,65.64727287
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",1995,67.77718728,70.32583403,64.73054552
"HALE (Healthy life expectancy)","Essex","Male","<1 year",1995,66.48179384,68.80516399,63.79627453
"HALE (Healthy life expectancy)","Essex","Female","<1 year",1995,68.92652998,71.81981805,65.61596331
"HALE (Healthy life expectancy)","Essex","Both","<1 year",1995,67.75660584,70.35798947,64.78015967
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",1995,66.39306167,68.77736526,63.62637385
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",1995,68.85643885,71.73274824,65.55908886
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",1995,67.66316114,70.32923816,64.5789697
"HALE (Healthy life expectancy)","England","Male","<1 year",2013,68.65768548,71.21320854,65.60459997
"HALE (Healthy life expectancy)","England","Female","<1 year",2013,70.24875391,73.31358205,66.65334103
"HALE (Healthy life expectancy)","England","Both","<1 year",2013,69.47660448,72.26672694,66.16422029
"HALE (Healthy life expectancy)","South East England","Male","<1 year",1997,66.68909165,69.02974131,63.8518729
"HALE (Healthy life expectancy)","South East England","Female","<1 year",1997,69.13200472,71.97470194,65.8278417
"HALE (Healthy life expectancy)","South East England","Both","<1 year",1997,67.97050236,70.5555164,64.93715084
"HALE (Healthy life expectancy)","England","Male","<1 year",1997,65.65757476,67.94262866,62.94723405
"HALE (Healthy life expectancy)","England","Female","<1 year",1997,68.32460433,71.13219992,65.06293
"HALE (Healthy life expectancy)","England","Both","<1 year",1997,67.03275569,69.57306619,64.01901068
"Life expectancy","South East England","Male","<1 year",1998,76.41658264,76.48566018,76.35084464
"Life expectancy","South East England","Female","<1 year",1998,80.93537371,81.00660668,80.8594361
"Life expectancy","South East England","Both","<1 year",1998,78.76216742,78.8176244,78.70696367
"Life expectancy","England","Male","<1 year",1997,74.9537086,74.98063385,74.92439152
"Life expectancy","England","Female","<1 year",1997,79.86879452,79.89924574,79.83705717
"Life expectancy","England","Both","<1 year",1997,77.47535734,77.49739208,77.45316525
"Life expectancy","Devon","Male","<1 year",2014,79.9555302,80.20115216,79.71571035
"Life expectancy","Devon","Female","<1 year",2014,84.19968735,84.45451768,83.94819112
"Life expectancy","Devon","Both","<1 year",2014,82.10882477,82.28502136,81.92490812
"Life expectancy","Gloucestershire","Male","<1 year",2014,80.59517364,80.86353091,80.34038727
"Life expectancy","Gloucestershire","Female","<1 year",2014,83.45349484,83.7465097,83.1869509
"Life expectancy","Gloucestershire","Both","<1 year",2014,82.06191185,82.25646113,81.87147833
"Life expectancy","Somerset","Male","<1 year",2014,80.32916248,80.60149541,80.0630361
"Life expectancy","Somerset","Female","<1 year",2014,84.3704854,84.66493062,84.09172665
"Life expectancy","Somerset","Both","<1 year",2014,82.38795103,82.58700457,82.19073572
"Life expectancy","South East England","Male","<1 year",2015,80.401163,80.48272861,80.32263429
"Life expectancy","South East England","Female","<1 year",2015,83.82992927,83.91644419,83.74389329
"Life expectancy","South East England","Both","<1 year",2015,82.15111058,82.21238429,82.09308213
"Life expectancy","England","Male","<1 year",2015,79.40225595,79.43497901,79.37230131
"Life expectancy","England","Female","<1 year",2015,82.97709592,83.01257611,82.94218948
"Life expectancy","England","Both","<1 year",2015,81.21494355,81.23997533,81.19159362
"Life expectancy","North Yorkshire","Male","<1 year",2015,80.20618423,80.49465285,79.93806346
"Life expectancy","North Yorkshire","Female","<1 year",2015,83.84200368,84.14635097,83.5443284
"Life expectancy","North Yorkshire","Both","<1 year",2015,82.05457216,82.25092981,81.82433165
"Life expectancy","Northamptonshire","Male","<1 year",2015,79.45218912,79.70643017,79.19942114
"Life expectancy","Northamptonshire","Female","<1 year",2015,82.47170588,82.74935412,82.18617836
"Life expectancy","Northamptonshire","Both","<1 year",2015,80.97756189,81.16681007,80.78158286
"Life expectancy","Warwickshire","Male","<1 year",2015,79.75180065,80.03893706,79.46499125
"Life expectancy","Warwickshire","Female","<1 year",2015,83.38167908,83.6893618,83.06385011
"Life expectancy","Warwickshire","Both","<1 year",2015,81.59087689,81.80522353,81.36665235
"Life expectancy","Worcestershire","Male","<1 year",2015,79.67936194,79.96844235,79.38627924
"Life expectancy","Worcestershire","Female","<1 year",2015,83.39442608,83.72025399,83.07003071
"Life expectancy","Worcestershire","Both","<1 year",2015,81.55297043,81.76183316,81.33568428
"Life expectancy","Staffordshire","Male","<1 year",2015,79.31138473,79.54210573,79.08905954
"Life expectancy","Staffordshire","Female","<1 year",2015,82.9042032,83.17332972,82.64894982
"Life expectancy","Staffordshire","Both","<1 year",2015,81.12513616,81.30890231,80.94535776
"Life expectancy","Suffolk","Male","<1 year",2015,80.69646861,80.94123544,80.44818991
"Life expectancy","Suffolk","Female","<1 year",2015,83.84897104,84.13429672,83.56693589
"Life expectancy","Suffolk","Both","<1 year",2015,82.28365657,82.47362348,82.08884981
"Life expectancy","Essex","Male","<1 year",2015,80.06814327,80.28808575,79.87646594
"Life expectancy","Essex","Female","<1 year",2015,83.16174249,83.38353866,82.94332583
"Life expectancy","Essex","Both","<1 year",2015,81.65301733,81.80698067,81.50308011
"Life expectancy","Cambridgeshire","Male","<1 year",2015,81.0226213,81.29871911,80.72986079
"Life expectancy","Cambridgeshire","Female","<1 year",2015,84.27143487,84.56901379,83.96523618
"Life expectancy","Cambridgeshire","Both","<1 year",2015,82.67303214,82.87992962,82.47229928
"Life expectancy","North Yorkshire","Male","<1 year",2006,78.55541875,78.79937654,78.30365206
"Life expectancy","North Yorkshire","Female","<1 year",2006,82.83479357,83.09149932,82.5903935
"Life expectancy","North Yorkshire","Both","<1 year",2006,80.7574462,80.93316986,80.57256045
"Life expectancy","Northamptonshire","Male","<1 year",2006,77.47443207,77.70108496,77.25016132
"Life expectancy","Northamptonshire","Female","<1 year",2006,81.81460665,82.06843543,81.56024805
"Life expectancy","Northamptonshire","Both","<1 year",2006,79.6724828,79.86141795,79.49156112
"Life expectancy","Warwickshire","Male","<1 year",2006,77.97888031,78.23659801,77.73333402
"Life expectancy","Warwickshire","Female","<1 year",2006,82.13335497,82.38172208,81.87464194
"Life expectancy","Warwickshire","Both","<1 year",2006,80.10888151,80.29230089,79.93198775
"Life expectancy","Worcestershire","Male","<1 year",2006,78.2976471,78.53037156,78.06434609
"Life expectancy","Worcestershire","Female","<1 year",2006,82.14695616,82.40794762,81.87155969
"Life expectancy","Worcestershire","Both","<1 year",2006,80.26316084,80.4435798,80.07796965
"Life expectancy","Staffordshire","Male","<1 year",2006,77.44923426,77.67717337,77.2380188
"Life expectancy","Staffordshire","Female","<1 year",2006,81.57335447,81.80219017,81.34511498
"Life expectancy","Staffordshire","Both","<1 year",2006,79.55419365,79.71656269,79.39672461
"Life expectancy","England","Male","<1 year",1998,75.13765027,75.16728627,75.10770087
"Life expectancy","England","Female","<1 year",1998,80.00887993,80.03809085,79.97820579
"Life expectancy","England","Both","<1 year",1998,77.63447686,77.65743531,77.60974442
"Life expectancy","Hampshire","Male","<1 year",2015,81.09130169,81.29367052,80.89246704
"Life expectancy","Hampshire","Female","<1 year",2015,84.15998919,84.37474759,83.93241402
"Life expectancy","Hampshire","Both","<1 year",2015,82.66289253,82.80848946,82.51493589
"Life expectancy","West Sussex","Male","<1 year",2015,80.23873316,80.47577478,79.99106531
"Life expectancy","West Sussex","Female","<1 year",2015,83.84759066,84.10005301,83.5652414
"Life expectancy","West Sussex","Both","<1 year",2015,82.09876778,82.27050252,81.9109427
"Life expectancy","Oxfordshire","Male","<1 year",2015,81.21004773,81.47777879,80.95163633
"Life expectancy","Oxfordshire","Female","<1 year",2015,83.9991244,84.28810809,83.69531939
"Life expectancy","Oxfordshire","Both","<1 year",2015,82.63407811,82.82990854,82.42725365
"Life expectancy","Kent","Male","<1 year",2015,79.7447101,79.9544377,79.5400981
"Life expectancy","Kent","Female","<1 year",2015,83.37614189,83.59160658,83.15964645
"Life expectancy","Kent","Both","<1 year",2015,81.58755068,81.73366426,81.43497618
"Life expectancy","East Sussex","Male","<1 year",2015,79.88615198,80.18051128,79.56902134
"Life expectancy","East Sussex","Female","<1 year",2015,83.50753968,83.81863535,83.1892859
"Life expectancy","East Sussex","Both","<1 year",2015,81.74655163,81.96454625,81.51364499
"Life expectancy","Devon","Male","<1 year",2015,79.69588638,79.97203734,79.41661736
"Life expectancy","Devon","Female","<1 year",2015,83.97312512,84.24532638,83.70933485
"Life expectancy","Devon","Both","<1 year",2015,81.8585033,82.05850779,81.66080032
"Life expectancy","Gloucestershire","Male","<1 year",2015,80.39965632,80.69577017,80.09347388
"Life expectancy","Gloucestershire","Female","<1 year",2015,83.30491621,83.61424107,83.01321218
"Life expectancy","Gloucestershire","Both","<1 year",2015,81.8807111,82.08855452,81.67881806
"Life expectancy","Somerset","Male","<1 year",2015,80.10597371,80.41975871,79.81613926
"Life expectancy","Somerset","Female","<1 year",2015,84.09541099,84.41872555,83.77521816
"Life expectancy","Somerset","Both","<1 year",2015,82.13347105,82.35553675,81.90444548
"Life expectancy","South East England","Male","<1 year",1990,74.4553202,74.52688095,74.38508115
"Life expectancy","South East England","Female","<1 year",1990,79.70766669,79.78438768,79.63374577
"Life expectancy","South East England","Both","<1 year",1990,77.17363014,77.23305073,77.12070006
"Life expectancy","England","Male","<1 year",1990,73.17426468,73.20288886,73.14590084
"Life expectancy","England","Female","<1 year",1990,78.69068931,78.72336904,78.65769448
"Life expectancy","England","Both","<1 year",1990,75.99237948,76.01606131,75.96870671
"Life expectancy","Suffolk","Male","<1 year",2006,79.1512087,79.3763766,78.93374792
"Life expectancy","Suffolk","Female","<1 year",2006,82.82871616,83.0777431,82.59850559
"Life expectancy","Suffolk","Both","<1 year",2006,81.03185382,81.20240404,80.86734678
"Life expectancy","Essex","Male","<1 year",2006,78.5723101,78.7497987,78.38765745
"Life expectancy","Essex","Female","<1 year",2006,82.44537615,82.64472035,82.24405513
"Life expectancy","Essex","Both","<1 year",2006,80.57668339,80.73187275,80.42388199
"Life expectancy","Cambridgeshire","Male","<1 year",2006,78.80556972,79.05676688,78.56240692
"Life expectancy","Cambridgeshire","Female","<1 year",2006,83.0332876,83.29050067,82.79505816
"Life expectancy","Cambridgeshire","Both","<1 year",2006,80.94661489,81.12156311,80.76902475
"Life expectancy","Hampshire","Male","<1 year",2006,79.62050305,79.79550146,79.41434333
"Life expectancy","Hampshire","Female","<1 year",2006,83.07543706,83.28264102,82.87755635
"Life expectancy","Hampshire","Both","<1 year",2006,81.42642244,81.56486463,81.27706707
"Life expectancy","West Sussex","Male","<1 year",2006,78.93326633,79.14973386,78.71740607
