"measure","Area","Sex","age","Year","val","upper","lower"
"HALE (Healthy life expectancy)","Kent","Female","<1 year",2006,69.99150986,73.00420811,66.39490816
"HALE (Healthy life expectancy)","Kent","Both","<1 year",2006,69.18953085,71.95685308,65.97141524
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",2006,68.3310413,70.84238921,65.31333912
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",2006,70.43136818,73.46175803,66.92174413
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",2006,69.44088575,72.21303501,66.17194007
"HALE (Healthy life expectancy)","Devon","Male","<1 year",2006,68.63046033,71.1396957,65.61961427
"HALE (Healthy life expectancy)","Devon","Female","<1 year",2006,70.73072013,73.80331086,67.13903476
"HALE (Healthy life expectancy)","Devon","Both","<1 year",2006,69.71450952,72.46957965,66.42207517
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",2006,68.53358262,71.05108597,65.57673375
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",2006,70.29735703,73.40537652,66.7971961
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",2006,69.45704918,72.23763907,66.21923187
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",2006,68.65190266,71.19070577,65.79390684
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",2006,70.46867518,73.49050206,66.96217552
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",2006,69.59859279,72.39207302,66.41878295
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",1991,65.87590857,68.119651,63.1842236
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",1991,68.85011823,71.71208561,65.57317962
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",1991,67.41402678,69.96215382,64.39313222
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",1991,65.88912817,68.15972069,63.18128304
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",1991,68.85773207,71.67830087,65.58550782
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",1991,67.47414915,70.01218006,64.46675815
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",1991,66.28739051,68.59270099,63.58228318
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",1991,68.82838852,71.68118211,65.56609408
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",1991,67.61328328,70.1611809,64.59850667
"HALE (Healthy life expectancy)","Kent","Male","<1 year",1991,65.096868,67.35012456,62.44166798
"HALE (Healthy life expectancy)","Kent","Female","<1 year",1991,68.16906245,70.95136869,64.88918767
"HALE (Healthy life expectancy)","Kent","Both","<1 year",1991,66.69409114,69.22087414,63.70013246
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",1991,65.92589099,68.27190301,63.27026748
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",1991,68.95463545,71.84551868,65.70048786
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",1991,67.55602486,70.11981212,64.5340536
"HALE (Healthy life expectancy)","Devon","Male","<1 year",1991,66.01490196,68.28194531,63.33338464
"HALE (Healthy life expectancy)","Devon","Female","<1 year",1991,69.00600509,71.83145155,65.666711
"HALE (Healthy life expectancy)","Devon","Both","<1 year",1991,67.56893554,70.08348288,64.60523415
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",1991,65.58985959,67.89477594,62.99935125
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",1991,68.4761165,71.35465514,65.27985933
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",1991,67.09567169,69.69188812,64.21116722
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",1991,65.77869641,68.06062321,63.1667178
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",1991,68.43773376,71.25260044,65.15631441
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",1991,67.16042756,69.67099688,64.1910422
"HALE (Healthy life expectancy)","South East England","Male","<1 year",1991,65.59821088,67.84052503,62.92481687
"HALE (Healthy life expectancy)","South East England","Female","<1 year",1991,68.5288481,71.30734272,65.2999307
"HALE (Healthy life expectancy)","South East England","Both","<1 year",1991,67.13010247,69.63357036,64.1617624
"HALE (Healthy life expectancy)","England","Male","<1 year",1991,64.54312193,66.73404295,61.97083383
"HALE (Healthy life expectancy)","England","Female","<1 year",1991,67.62180327,70.38419361,64.39920058
"HALE (Healthy life expectancy)","England","Both","<1 year",1991,66.12454671,68.58161557,63.20535905
"HALE (Healthy life expectancy)","South East England","Male","<1 year",1992,65.87895818,68.12533873,63.16921377
"HALE (Healthy life expectancy)","South East England","Female","<1 year",1992,68.66517528,71.45982832,65.42610595
"HALE (Healthy life expectancy)","South East England","Both","<1 year",1992,67.34132424,69.87185181,64.34830755
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",2010,69.1315651,71.77057579,66.15213052
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",2010,70.56529444,73.68869265,66.99021431
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",2010,69.89944236,72.72204412,66.56388648
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",2010,68.07994604,70.62065763,65.14761107
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",2010,69.73352301,72.84269117,66.16163007
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",2010,68.91856817,71.72648998,65.646856
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",2010,68.75431131,71.39871582,65.77092026
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",2010,70.36183758,73.50247364,66.83925234
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",2010,69.59140297,72.46570894,66.29143342
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",2010,68.66876697,71.28050775,65.58261294
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",2010,70.08196544,73.20585419,66.44851808
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",2010,69.39789276,72.25316454,66.04659547
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",2010,68.7369498,71.2548766,65.72691413
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",2010,70.04322308,73.07601206,66.49050016
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",2010,69.42139445,72.18712747,66.14629643
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",2010,69.39967736,72.01741354,66.44531958
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",2010,70.85432934,74.02996482,67.20192218
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",2010,70.14805437,73.05215826,66.84248237
"HALE (Healthy life expectancy)","Essex","Male","<1 year",2010,69.0983701,71.66765121,66.05013335
"HALE (Healthy life expectancy)","Essex","Female","<1 year",2010,70.59755141,73.67562853,67.04669074
"HALE (Healthy life expectancy)","Essex","Both","<1 year",2010,69.88117892,72.67170386,66.59408084
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",2010,69.29423957,71.93967167,66.25511925
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",2010,71.19648138,74.32003468,67.57886769
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",2010,70.27331881,73.14371432,66.89700206
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2007,68.72892394,71.25557116,65.72487926
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2007,70.4559607,73.49177707,66.95503586
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2007,69.63840774,72.41323458,66.37901635
"HALE (Healthy life expectancy)","England","Male","<1 year",2007,67.675395,70.13771639,64.74059772
"HALE (Healthy life expectancy)","England","Female","<1 year",2007,69.62004623,72.60849299,66.14218636
"HALE (Healthy life expectancy)","England","Both","<1 year",2007,68.67977381,71.40282114,65.474715
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2012,69.57597414,72.16555013,66.47243951
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2012,70.95683165,73.9960234,67.35583821
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2012,70.30284196,73.11601909,66.94887219
"HALE (Healthy life expectancy)","England","Male","<1 year",2016,68.70846336,71.28612479,65.62579355
"HALE (Healthy life expectancy)","England","Female","<1 year",2016,70.12974661,73.19860148,66.51897811
"HALE (Healthy life expectancy)","England","Both","<1 year",2016,69.43583555,72.24927203,66.10545617
"HALE (Healthy life expectancy)","South East England","Male","<1 year",1994,66.30766605,68.58212021,63.54769444
"HALE (Healthy life expectancy)","South East England","Female","<1 year",1994,68.86305055,71.66096834,65.62833529
"HALE (Healthy life expectancy)","South East England","Both","<1 year",1994,67.65664117,70.18713494,64.65231635
"HALE (Healthy life expectancy)","England","Male","<1 year",2012,68.7407891,71.29259972,65.68602052
"HALE (Healthy life expectancy)","England","Female","<1 year",2012,70.24254858,73.30614743,66.66089674
"HALE (Healthy life expectancy)","England","Both","<1 year",2012,69.52057147,72.31128067,66.21549402
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2006,68.49086193,71.01445606,65.52975265
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2006,70.24772439,73.27220301,66.7954406
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2006,69.41623717,72.18411149,66.18476989
"HALE (Healthy life expectancy)","England","Male","<1 year",2000,66.25732704,68.60645392,63.4581178
"HALE (Healthy life expectancy)","England","Female","<1 year",2000,68.72561912,71.58593764,65.40064095
"HALE (Healthy life expectancy)","England","Both","<1 year",2000,67.53094676,70.13083206,64.47654786
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",1994,65.94050829,68.25128369,63.28734507
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",1994,68.38330109,71.22048987,65.15436375
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",1994,67.22070632,69.82813421,64.27316308
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",1994,65.65129888,67.88766438,62.91919653
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",1994,67.95027435,70.73329968,64.62292719
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",1994,66.83447155,69.34090279,63.82298719
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",1994,65.45460899,67.72501208,62.7695922
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",1994,68.13375278,71.00423235,64.90863746
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",1994,66.81690991,69.40083334,63.86707382
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",1994,65.70305307,67.99386377,63.02093899
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",1994,68.33321246,71.20711661,65.03740136
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",1994,67.05845342,69.64891119,64.02279446
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",1994,65.11906963,67.36886155,62.49921036
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",1994,67.808534,70.64922896,64.56791122
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",1994,66.48877215,69.02403037,63.53277302
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",1994,66.53965149,68.83583581,63.73941638
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",1994,68.96926729,71.85322809,65.71044759
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",1994,67.79507266,70.35660939,64.73484342
"HALE (Healthy life expectancy)","Essex","Male","<1 year",1994,66.44289858,68.74132608,63.7029297
"HALE (Healthy life expectancy)","Essex","Female","<1 year",1994,68.9043683,71.77470007,65.65106318
"HALE (Healthy life expectancy)","Essex","Both","<1 year",1994,67.72925654,70.2824213,64.792617
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",1994,66.39869365,68.74915563,63.67078521
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",1994,68.97627337,71.84365172,65.61439964
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",1994,67.72806283,70.37464475,64.66769594
"HALE (Healthy life expectancy)","England","Male","<1 year",1992,64.83621805,67.0393941,62.22780599
"HALE (Healthy life expectancy)","England","Female","<1 year",1992,67.79235315,70.58630192,64.56957949
"HALE (Healthy life expectancy)","England","Both","<1 year",1992,66.35959704,68.85279711,63.42039197
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",2007,69.27896715,71.82091065,66.23167862
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",2007,70.68110804,73.86492748,67.11785858
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",2007,70.0259336,72.88538293,66.73751717
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",2007,68.94164533,71.46390373,65.87021309
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",2007,70.46595394,73.51525694,66.91524254
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",2007,69.7608242,72.55619781,66.4785129
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",2007,69.02856887,71.60013124,66.05866848
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",2007,70.65229641,73.76752275,67.10103864
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",2007,69.88518811,72.70655463,66.61673207
"HALE (Healthy life expectancy)","Kent","Male","<1 year",2007,68.4894647,71.01712023,65.47643103
"HALE (Healthy life expectancy)","Kent","Female","<1 year",2007,70.18621343,73.21635163,66.57941159
"HALE (Healthy life expectancy)","Kent","Both","<1 year",2007,69.37879712,72.13629591,66.13600009
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",2007,68.59579544,71.10790966,65.56827325
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",2007,70.62176513,73.64617937,67.12824381
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",2007,69.66538329,72.42744765,66.40000685
"HALE (Healthy life expectancy)","Devon","Male","<1 year",2007,68.77028155,71.29339968,65.72852488
"HALE (Healthy life expectancy)","Devon","Female","<1 year",2007,70.83789863,73.95517807,67.23541318
"HALE (Healthy life expectancy)","Devon","Both","<1 year",2007,69.83627704,72.64678575,66.52398111
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",2007,68.75792658,71.26974592,65.71102505
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",2007,70.41891938,73.50968382,66.90112562
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",2007,69.62617314,72.40750538,66.33573202
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",2007,68.79794959,71.35794462,65.84977917
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",2007,70.59917448,73.66575067,67.08628071
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",2007,69.73613548,72.60640618,66.51210062
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2016,69.46089656,72.12153061,66.29044084
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2016,70.86876257,73.9986651,67.1827602
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2016,70.18699374,73.05370827,66.77078768
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",2015,69.92874074,72.71052051,66.68139817
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",2015,71.03671598,74.24208252,67.24801536
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",2015,70.50283566,73.43345596,66.94624479
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",2015,69.45144576,72.1723971,66.29726614
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",2015,70.9286136,74.07238487,67.23118357
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",2015,70.22304585,73.12569557,66.83822832
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",2015,70.20739836,72.91084249,67.01670547
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",2015,71.13942388,74.29908393,67.63349263
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",2015,70.69630815,73.58512896,67.29914016
"HALE (Healthy life expectancy)","Kent","Male","<1 year",2015,69.09335906,71.75051532,65.96084111
"HALE (Healthy life expectancy)","Kent","Female","<1 year",2015,70.67376172,73.77697772,67.05333404
"HALE (Healthy life expectancy)","Kent","Both","<1 year",2015,69.89958805,72.76028164,66.57550281
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",2015,69.14398316,71.80351745,66.05053726
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",2015,70.83183833,74.0167463,67.1748184
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",2015,70.01864633,72.91101332,66.65146328
"HALE (Healthy life expectancy)","Devon","Male","<1 year",2015,69.05449947,71.71434868,66.07713976
"HALE (Healthy life expectancy)","Devon","Female","<1 year",2015,71.02624747,74.18382992,67.41731979
"HALE (Healthy life expectancy)","Devon","Both","<1 year",2015,70.05352525,72.97991315,66.75465871
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",2015,69.62264233,72.2695083,66.47951709
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",2015,70.59263759,73.72610435,66.97085319
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",2015,70.12772819,72.99605973,66.71855576
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",2015,69.35514389,71.95384757,66.2733606
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",2015,71.12448963,74.28842735,67.51091046
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",2015,70.2577114,73.13401768,66.89999549
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",1992,65.67342089,67.99671436,63.03653697
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",1992,68.34825765,71.20851029,65.07167794
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",1992,67.07274436,69.65511985,64.09576572
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",1992,65.2055416,67.39963409,62.55337392
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",1992,67.57295282,70.31433541,64.24730256
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",1992,66.42413356,68.89028555,63.42447267
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",1992,65.27240102,67.56644043,62.66486062
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",1992,67.7229334,70.55638423,64.49064498
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",1992,66.53007845,69.08501381,63.60919711
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",1992,65.54024535,67.76482645,62.87467515
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",1992,67.99727615,70.83380893,64.62404505
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",1992,66.81853015,69.35468442,63.82002539
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",1992,64.75480522,66.9875756,62.19405219
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",1992,67.44627015,70.26254768,64.22705154
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",1992,66.12427996,68.65952564,63.21511216
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",1992,66.17379046,68.49139643,63.46760602
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",1992,68.69926444,71.53906785,65.41199839
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",1992,67.47433099,70.0178822,64.47121115
"HALE (Healthy life expectancy)","Essex","Male","<1 year",1992,66.10773747,68.34383376,63.39349084
"HALE (Healthy life expectancy)","Essex","Female","<1 year",1992,68.67285212,71.52397353,65.36936649
"HALE (Healthy life expectancy)","Essex","Both","<1 year",1992,67.44035844,69.9916851,64.41451148
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",1992,66.15137017,68.51807456,63.47302801
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",1992,68.99009681,71.85120008,65.63475552
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",1992,67.60558678,70.2028881,64.57269579
"HALE (Healthy life expectancy)","South East England","Male","<1 year",2008,68.8080666,71.31824903,65.78221275
"HALE (Healthy life expectancy)","South East England","Female","<1 year",2008,70.54258446,73.58828286,67.02468433
"HALE (Healthy life expectancy)","South East England","Both","<1 year",2008,69.71729854,72.49783178,66.43795381
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",2005,68.77512443,71.28691808,65.7772777
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",2005,70.21935868,73.2957371,66.73738875
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",2005,69.5317042,72.33841528,66.27180872
"HALE (Healthy life expectancy)","Essex","Male","<1 year",2005,68.46050259,70.97232782,65.45981048
"HALE (Healthy life expectancy)","Essex","Female","<1 year",2005,69.9443996,72.91753537,66.42833707
"HALE (Healthy life expectancy)","Essex","Both","<1 year",2005,69.25075539,72.02258377,66.01896175
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",2005,68.34756205,70.90598355,65.3306695
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",2005,70.38350312,73.3606196,66.78265324
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",2005,69.39135327,72.14524024,66.11972979
"HALE (Healthy life expectancy)","Hampshire","Male","<1 year",2011,69.88317573,72.53020268,66.7363833
"HALE (Healthy life expectancy)","Hampshire","Female","<1 year",2011,71.07644503,74.24022427,67.4557561
"HALE (Healthy life expectancy)","Hampshire","Both","<1 year",2011,70.51485907,73.42141156,67.17282875
"HALE (Healthy life expectancy)","West Sussex","Male","<1 year",2011,69.59296539,72.18297697,66.48350336
"HALE (Healthy life expectancy)","West Sussex","Female","<1 year",2011,70.97659787,74.10463763,67.36693053
"HALE (Healthy life expectancy)","West Sussex","Both","<1 year",2011,70.33416406,73.20254924,66.98391575
"HALE (Healthy life expectancy)","Oxfordshire","Male","<1 year",2011,69.75726951,72.33426486,66.63814304
"HALE (Healthy life expectancy)","Oxfordshire","Female","<1 year",2011,71.14679398,74.22342646,67.54326313
"HALE (Healthy life expectancy)","Oxfordshire","Both","<1 year",2011,70.48728917,73.306023,67.08491889
"HALE (Healthy life expectancy)","Kent","Male","<1 year",2011,69.2243979,71.76483879,66.14610392
"HALE (Healthy life expectancy)","Kent","Female","<1 year",2011,70.72608448,73.81427009,67.16298812
"HALE (Healthy life expectancy)","Kent","Both","<1 year",2011,70.00782694,72.81935171,66.69334096
"HALE (Healthy life expectancy)","East Sussex","Male","<1 year",2011,69.13718749,71.73665566,66.02209072
"HALE (Healthy life expectancy)","East Sussex","Female","<1 year",2011,70.98662753,74.06379705,67.41083419
"HALE (Healthy life expectancy)","East Sussex","Both","<1 year",2011,70.10544201,72.9211423,66.72096899
"HALE (Healthy life expectancy)","Devon","Male","<1 year",2011,69.47687175,72.06964169,66.48097021
"HALE (Healthy life expectancy)","Devon","Female","<1 year",2011,71.30645216,74.4522409,67.68319871
"HALE (Healthy life expectancy)","Devon","Both","<1 year",2011,70.41914218,73.27150449,67.14586086
"HALE (Healthy life expectancy)","Gloucestershire","Male","<1 year",2011,69.62542242,72.28465395,66.59105843
"HALE (Healthy life expectancy)","Gloucestershire","Female","<1 year",2011,70.81584638,73.9445177,67.20382766
"HALE (Healthy life expectancy)","Gloucestershire","Both","<1 year",2011,70.2555475,73.14708642,66.93398808
"HALE (Healthy life expectancy)","Somerset","Male","<1 year",2011,69.48280569,72.11393482,66.44169984
"HALE (Healthy life expectancy)","Somerset","Female","<1 year",2011,71.18081211,74.32303984,67.57347022
"HALE (Healthy life expectancy)","Somerset","Both","<1 year",2011,70.36496975,73.27648257,67.08857529
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",2015,69.30526194,71.97561508,66.10179936
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",2015,70.86574865,74.03312547,67.12968658
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",2015,70.11914673,72.97552316,66.650857
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",2015,68.77880334,71.43328607,65.79261275
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",2015,69.70702902,72.83164257,66.11135836
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",2015,69.25088089,72.12108352,65.97195949
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",2015,68.92720012,71.58553892,65.8998553
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",2015,70.3725997,73.56484788,66.76750575
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",2015,69.66787546,72.57765349,66.40450507
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",2015,68.87456621,71.51142545,65.6823711
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",2015,70.29663565,73.44550392,66.68892775
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",2015,69.59412263,72.54266845,66.17961089
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",2015,68.70475331,71.32771487,65.73264506
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",2015,70.16094713,73.28998706,66.55595752
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",2015,69.4503481,72.3511662,66.16894785
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",2015,69.76233416,72.50202015,66.67234053
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",2015,70.87302554,74.06245881,67.21723559
"HALE (Healthy life expectancy)","Suffolk","Both","<1 year",2015,70.33198284,73.28728794,66.94522653
"HALE (Healthy life expectancy)","Essex","Male","<1 year",2015,69.37643737,72.06192545,66.3223174
"HALE (Healthy life expectancy)","Essex","Female","<1 year",2015,70.43733315,73.56843612,66.80296694
"HALE (Healthy life expectancy)","Essex","Both","<1 year",2015,69.92721513,72.8298111,66.57881055
"HALE (Healthy life expectancy)","Cambridgeshire","Male","<1 year",2015,69.93656919,72.58379742,66.79870896
"HALE (Healthy life expectancy)","Cambridgeshire","Female","<1 year",2015,71.27854214,74.39855828,67.54155745
"HALE (Healthy life expectancy)","Cambridgeshire","Both","<1 year",2015,70.63240643,73.49542169,67.244813
"HALE (Healthy life expectancy)","North Yorkshire","Male","<1 year",2002,67.37172258,69.85860246,64.53540518
"HALE (Healthy life expectancy)","North Yorkshire","Female","<1 year",2002,69.48221394,72.51184308,66.00252623
"HALE (Healthy life expectancy)","North Yorkshire","Both","<1 year",2002,68.47131137,71.19632312,65.23972982
"HALE (Healthy life expectancy)","Northamptonshire","Male","<1 year",2002,66.80474372,69.24202502,64.0429571
"HALE (Healthy life expectancy)","Northamptonshire","Female","<1 year",2002,68.8781071,71.88364666,65.52079336
"HALE (Healthy life expectancy)","Northamptonshire","Both","<1 year",2002,67.86473435,70.57864897,64.81599639
"HALE (Healthy life expectancy)","Warwickshire","Male","<1 year",2002,67.05819739,69.53580669,64.21737041
"HALE (Healthy life expectancy)","Warwickshire","Female","<1 year",2002,69.30207741,72.20650571,65.83338504
"HALE (Healthy life expectancy)","Warwickshire","Both","<1 year",2002,68.21169944,70.91865269,65.07454852
"HALE (Healthy life expectancy)","Worcestershire","Male","<1 year",2002,67.28354066,69.7190341,64.44060232
"HALE (Healthy life expectancy)","Worcestershire","Female","<1 year",2002,69.01916517,71.99466173,65.52305767
"HALE (Healthy life expectancy)","Worcestershire","Both","<1 year",2002,68.17967861,70.85252778,65.00316844
"HALE (Healthy life expectancy)","Staffordshire","Male","<1 year",2002,66.76867904,69.08970665,63.97544484
"HALE (Healthy life expectancy)","Staffordshire","Female","<1 year",2002,68.8014545,71.6641438,65.46928853
"HALE (Healthy life expectancy)","Staffordshire","Both","<1 year",2002,67.81040831,70.41320508,64.76267323
"HALE (Healthy life expectancy)","Suffolk","Male","<1 year",2002,67.7803531,70.26497991,64.87126166
"HALE (Healthy life expectancy)","Suffolk","Female","<1 year",2002,69.6788689,72.62796675,66.24754615
